"Region";"NewName";"speciesKey";"Realm";"FirstRecord"
"Bassian";"Maoricolpus roseus";2300669;"marine";1919
"Northern and Central Red Sea";"Sabia conica";2300732;"marine";1954
"Gulf of Maine/Bay of Fundy";"Littorina littorea";2301117;"marine";1840
"Gulf of St. Lawrence - Eastern Scotian Shelf";"Littorina littorea";2301117;"marine";1840
"Hudson Complex";"Littorina littorea";2301117;"marine";1840
"Northern Grand Banks - Southern Labrador";"Littorina littorea";2301117;"marine";1840
"Puget Trough/Georgia Basin";"Littorina littorea";2301117;"marine";1840
"Scotian Shelf";"Littorina littorea";2301117;"marine";1840
"Virginian";"Littorina littorea";2301117;"marine";1840
"Celtic Seas";"Calyptraea chinensis";2301629;"marine";1926
"North Sea";"Calyptraea chinensis";2301629;"marine";1926
"Puget Trough/Georgia Basin";"Cecina manchurica";2302553;"marine";1961
"Puget Trough/Georgia Basin";"Nassarius fraterculus";2302974;"marine";1959
"Western Mediterranean";"Stramonita haemastoma";2304357;"marine";2018
"Celtic Seas";"Urosalpinx cinerea";2304415;"marine";1927
"North Sea";"Urosalpinx cinerea";2304415;"marine";1927
"Aegean Sea";"Lienardia mighelsi";2305479;"marine";2003
"Bassian";"Chiton glaucus";2306184;"marine";1909
"North Sea";"Syllidia armata";2308987;"marine";1943
"Hawaii";"Myrianida pachycera";2309500;"marine";1959
"Aegean Sea";"Branchiosyllis exilis";2309685;"marine";1974
"Celtic Seas";"Proceraea cornuta";2309924;"marine";1929
"North Sea";"Proceraea cornuta";2309924;"marine";1929
"Hawaii";"Eumida sanguinea";2311915;"marine";1966
"Agulhas Bank";"Alitta succinea";2315382;"marine";1947
"Baltic Sea";"Alitta succinea";2315382;"marine";1940
"Bassian";"Alitta succinea";2315382;"marine";1859
"Cape Howe";"Alitta succinea";2315382;"marine";1859
"North Sea";"Alitta succinea";2315382;"marine";1940
"Tweed-Moreton";"Alitta succinea";2315382;"marine";1859
"Baltic Sea";"Alitta virens";2315395;"marine";1920
"North Sea";"Alitta virens";2315395;"marine";1903
"Baltic Sea";"Hediste diversicolor";2316416;"marine";1944
"Northern Norway and Finnmark";"Hediste diversicolor";2316416;"marine";1944
"Celtic Seas";"Goniadella gracilis";2316488;"marine";1951
"North Sea";"Goniadella gracilis";2316488;"marine";1922
"South European Atlantic Shelf";"Goniadella gracilis";2316488;"marine";1982
"Southern Norway";"Goniadella gracilis";2316488;"marine";1922
"Western Mediterranean";"Notomastus aberans";2318080;"marine";1977
"Bassian";"Barantolla lepte";2318141;"marine";1997
"Cape Howe";"Barantolla lepte";2318141;"marine";1997
"Manning-Hawkesbury";"Barantolla lepte";2318141;"marine";1997
"Tweed-Moreton";"Barantolla lepte";2318141;"marine";1997
"Ionian Sea";"Metasychis gotoi";2319527;"marine";1984
"Bassian";"Boccardia proboscidea";2320810;"marine";1974
"Great Australian Bight";"Boccardia proboscidea";2320810;"marine";1974
"Celtic Seas";"Boccardia polybranchia";2320813;"marine";1893
"Northern California";"Pseudopolydora kempi";2320983;"marine";1954
"Puget Trough/Georgia Basin";"Pseudopolydora kempi";2320983;"marine";1954
"Cape Howe";"Pseudopolydora corniculata";2320989;"marine";1999
"Bassian";"Pseudopolydora paucibranchiata";2320993;"marine";1951
"Manning-Hawkesbury";"Pseudopolydora paucibranchiata";2320993;"marine";1951
"Northern California";"Pseudopolydora paucibranchiata";2320993;"marine";1973
"South Australian Gulfs";"Pseudopolydora paucibranchiata";2320993;"marine";1951
"Torres Strait Northern Great Barrier Reef";"Pseudopolydora paucibranchiata";2320993;"marine";1951
"North Sea";"Boccardiella ligerica";2321001;"marine";1932
"Northern California";"Boccardiella ligerica";2321001;"marine";1935
"North Sea";"Marenzelleria wireni";2321009;"marine";1983
"Baltic Sea";"Marenzelleria neglecta";2321010;"marine";1985
"Baltic Sea";"Marenzelleria arctia";2321011;"marine";2004
"Kara Sea";"Marenzelleria arctia";2321011;"marine";2009
"Baltic Sea";"Marenzelleria viridis";2321012;"marine";1983
"North Sea";"Marenzelleria viridis";2321012;"marine";1966
"Northern Norway and Finnmark";"Marenzelleria viridis";2321012;"marine";1994
"Southern Norway";"Marenzelleria viridis";2321012;"marine";1994
"Baltic Sea";"Streblospio benedicti";2321343;"marine";1997
"North Sea";"Streblospio benedicti";2321343;"marine";1982
"South European Atlantic Shelf";"Streblospio benedicti";2321343;"marine";1982
"Western Mediterranean";"Streblospio benedicti";2321343;"marine";1982
"Hawaii";"Ophryotrocha adherens";2321941;"marine";1973
"North Sea";"Marphysa sanguinea";2322248;"marine";1990
"Celtic Seas";"Aphelochaeta marioni";2323931;"marine";1997
"North Sea";"Aphelochaeta marioni";2323931;"marine";1951
"South European Atlantic Shelf";"Aphelochaeta marioni";2323931;"marine";2001
"North Sea";"Tharyx killariensis";2324159;"marine";1972
"Celtic Seas";"Ctenodrilus serratus";2324338;"marine";2015
"Western Mediterranean";"Pista unibranchia";2324609;"marine";1981
"Celtic Seas";"Terebella lapidaria";2325189;"marine";1993
"Celtic Seas";"Loimia medusa";2325250;"marine";2000
"Celtic Seas";"Diplocirrus stopbowitzi";2325545;"marine";2009
"North Sea";"Alkmaria romijni";2325845;"marine";1919
"Agulhas Bank";"Neodexiospira brasiliensis";2327326;"marine";1953
"North Sea";"Paralaeospira malardi";2327457;"marine";1999
"Celtic Seas";"Ficopomatus enigmaticus";2327735;"marine";1921
"Floridian";"Ficopomatus enigmaticus";2327735;"marine";1921
"Northern California";"Ficopomatus enigmaticus";2327735;"marine";1921
"Virginian";"Ficopomatus enigmaticus";2327735;"marine";1921
"Agulhas Bank";"Simplaria pseudomilitaris";2328161;"marine";1971
"Floridian";"Hydroides dirampha";2328201;"marine";1970
"Levantine Sea";"Hydroides dirampha";2328201;"marine";1924
"Northern Gulf of Mexico";"Hydroides dirampha";2328201;"marine";1970
"Aegean Sea";"Hydroides dianthus";2328293;"marine";1865
"Western Mediterranean";"Hydroides dianthus";2328293;"marine";1865
"Adriatic Sea";"Hydroides elegans";2328302;"marine";1870
"Aegean Sea";"Hydroides elegans";2328302;"marine";1972
"Hawaii";"Hydroides elegans";2328302;"marine";1929
"North Sea";"Hydroides elegans";2328302;"marine";1937
"Sea of Japan/East Sea";"Hydroides elegans";2328302;"marine";1928
"Tunisian Plateau/Gulf of Sidra";"Hydroides elegans";2328302;"marine";1909
"Hawaii";"Hydroides brachyacantha";2328320;"marine";1939
"Bassian";"Hydroides ezoensis";2328383;"marine";1972
"Cape Howe";"Hydroides ezoensis";2328383;"marine";1972
"North Sea";"Hydroides ezoensis";2328383;"marine";1968
"Bassian";"Sabella spallanzanii";2328603;"marine";1964
"Floridian";"Sabella spallanzanii";2328603;"marine";1965
"Gulf of Maine/Bay of Fundy";"Sabella spallanzanii";2328603;"marine";1965
"Manning-Hawkesbury";"Sabella spallanzanii";2328603;"marine";1964
"Northeastern New Zealand";"Sabella spallanzanii";2328603;"marine";2008
"South Australian Gulfs";"Sabella spallanzanii";2328603;"marine";1964
"Bassian";"Euchone limnicola";2328758;"marine";1983
"Cape Howe";"Euchone limnicola";2328758;"marine";1983
"Central and Southern Great Barrier Reef";"Euchone limnicola";2328758;"marine";1983
"Manning-Hawkesbury";"Euchone limnicola";2328758;"marine";1983
"North Sea";"Bispira fabricii";2329515;"marine";2010
"Northern California";"Ciona savignyi";2329616;"marine";1985
"Southern California Bight";"Ciona savignyi";2329616;"marine";1985
"Gulf of Maine/Bay of Fundy";"Ciona intestinalis";2329622;"marine";1859
"Hudson Complex";"Ciona intestinalis";2329622;"marine";1859
"North American Pacific Fijordland";"Ciona intestinalis";2329622;"marine";1859
"Northern California";"Ciona intestinalis";2329622;"marine";1917
"Oregon, Washington, Vancouver Coast and Shelf";"Ciona intestinalis";2329622;"marine";1859
"Virginian";"Ciona intestinalis";2329622;"marine";1917
"Northern California";"Didemnum lahillei";2329641;"marine";1988
"Floridian";"Didemnum perlucidum";2329727;"marine";1999
"Hawaii";"Didemnum perlucidum";2329727;"marine";1998
"Azores Canaries Madeira";"Clavelina oblonga";2330172;"marine";1971
"Azores Canaries Madeira";"Clavelina lepadiformis";2330198;"marine";1971
"North Sea";"Clavelina lepadiformis";2330198;"marine";1929
"Southern Norway";"Clavelina lepadiformis";2330198;"marine";1929
"Delagoa";"Ascidia sydneiensis";2330496;"marine";1932
"Hawaii";"Ascidia sydneiensis";2330496;"marine";1933
"Hawaii";"Phallusia nigra";2330558;"marine";1931
"Ionian Sea";"Ecteinascidia turbinata";2330725;"marine";1978
"Celtic Seas";"Aplidium glabrum";2330928;"marine";2010
"North Sea";"Aplidium glabrum";2330928;"marine";1977
"North Sea";"Aplidium nordmanni";2330931;"marine";1992
"Carolinian";"Molgula manhattensis";2331498;"marine";1949
"Celtic Seas";"Molgula manhattensis";2331498;"marine";1845
"Central and Southern Great Barrier Reef";"Molgula manhattensis";2331498;"marine";1944
"Floridian";"Molgula manhattensis";2331498;"marine";1949
"Gulf of Maine/Bay of Fundy";"Molgula manhattensis";2331498;"marine";1949
"North Sea";"Molgula manhattensis";2331498;"marine";1762
"Northern California";"Molgula manhattensis";2331498;"marine";1949
"Northern Gulf of Mexico";"Molgula manhattensis";2331498;"marine";1949
"Oregon, Washington, Vancouver Coast and Shelf";"Molgula manhattensis";2331498;"marine";1949
"Virginian";"Molgula manhattensis";2331498;"marine";1949
"Hawaii";"Eusynstyela hartmeyeri";2331913;"marine";1996
"Carolinian";"Styela canopus";2331936;"marine";1852
"Floridian";"Styela canopus";2331936;"marine";1852
"Gulf of Maine/Bay of Fundy";"Styela canopus";2331936;"marine";1852
"Natal";"Styela canopus";2331936;"marine";1934
"Virginian";"Styela canopus";2331936;"marine";1852
"Bassian";"Styela clava";2331942;"marine";1932
"Celtic Seas";"Styela clava";2331942;"marine";1952
"Gulf of Maine/Bay of Fundy";"Styela clava";2331942;"marine";1933
"North Sea";"Styela clava";2331942;"marine";1952
"Northern California";"Styela clava";2331942;"marine";1933
"Southern California Bight";"Styela clava";2331942;"marine";1933
"Southern Norway";"Styela clava";2331942;"marine";1990
"Western Mediterranean";"Styela clava";2331942;"marine";1968
"Bassian";"Styela plicata";2331954;"marine";1966
"Carolinian";"Styela plicata";2331954;"marine";1877
"Central and Southern Great Barrier Reef";"Styela plicata";2331954;"marine";1966
"Exmouth to Broome";"Styela plicata";2331954;"marine";1966
"Floridian";"Styela plicata";2331954;"marine";1877
"Northern Gulf of Mexico";"Styela plicata";2331954;"marine";1877
"South Australian Gulfs";"Styela plicata";2331954;"marine";1966
"Southern California Bight";"Styela plicata";2331954;"marine";1877
"Virginian";"Styela plicata";2331954;"marine";1877
"Hawaii";"Polyandrocarpa sagamiensis";2332048;"marine";1997
"Celtic Seas";"Asterocarpa humilis";2332123;"marine";2005
"South European Atlantic Shelf";"Syngnathus rostellatus";2332960;"marine";1981
"Aegean Sea";"Pterois miles";2334433;"marine";2009
"Carolinian";"Pterois miles";2334433;"marine";1996
"Levantine Sea";"Pterois miles";2334433;"marine";1991
"Northern and Central Red Sea";"Pterois miles";2334433;"marine";1991
"Bahamian";"Pterois volitans";2334438;"marine";1996
"Carolinian";"Pterois volitans";2334438;"marine";1985
"Eastern Caribbean";"Pterois volitans";2334438;"marine";2008
"Floridian";"Pterois volitans";2334438;"marine";1985
"Greater Antilles";"Pterois volitans";2334438;"marine";2001
"Northern Gulf of Mexico";"Pterois volitans";2334438;"marine";1985
"Southern Caribbean";"Pterois volitans";2334438;"marine";2008
"Southern Gulf of Mexico";"Pterois volitans";2334438;"marine";2009
"Southwestern Caribbean";"Pterois volitans";2334438;"marine";2008
"Western Caribbean";"Pterois volitans";2334438;"marine";2001
"Tunisian Plateau/Gulf of Sidra";"Pontinus kuhlii";2334700;"marine";2009
"Northern and Central Red Sea";"Papilloculiceps longiceps";2335818;"marine";1986
"Chukchi Sea";"Coregonus autumnalis";2351006;"marine";1953
"Eastern Bering Sea";"Coregonus autumnalis";2351006;"marine";1953
"Kara Sea";"Coregonus autumnalis";2351006;"marine";1953
"Baltic Sea";"Coregonus albula";2351027;"marine";1872
"North Sea";"Coregonus albula";2351027;"marine";1878
"Northern Norway and Finnmark";"Coregonus albula";2351027;"marine";1872
"Baltic Sea";"Salvelinus fontinalis";2351271;"marine";1872
"Gulf of Maine/Bay of Fundy";"Salvelinus fontinalis";2351271;"marine";1908
"Gulf of St. Lawrence - Eastern Scotian Shelf";"Salvelinus fontinalis";2351271;"marine";1908
"Hudson Complex";"Salvelinus fontinalis";2351271;"marine";1908
"North Sea";"Salvelinus fontinalis";2351271;"marine";1850
"Northern Grand Banks - Southern Labrador";"Salvelinus fontinalis";2351271;"marine";1908
"Northern Labrador";"Salvelinus fontinalis";2351271;"marine";1908
"Southern Grand Banks - South Newfoundland";"Salvelinus fontinalis";2351271;"marine";1908
"Southern Norway";"Salvelinus fontinalis";2351271;"marine";1850
"Western Mediterranean";"Salvelinus fontinalis";2351271;"marine";1891
"Celtic Seas";"Beryx splendens";2356612;"marine";1992
"South European Atlantic Shelf";"Beryx splendens";2356612;"marine";1992
"Levantine Sea";"Sargocentron rubrum";2356802;"marine";1945
"Northern and Central Red Sea";"Sargocentron rubrum";2356802;"marine";1945
"Levantine Sea";"Parexocoetus mento";2368598;"marine";1935
"Northern and Central Red Sea";"Parexocoetus mento";2368598;"marine";1935
"Hawaii";"Xenentodon cancila";2369064;"marine";1988
"Northern and Central Red Sea";"Tylosurus choram";2369226;"marine";1967
"Levantine Sea";"Scomberomorus commerson";2374255;"marine";1935
"Levantine Sea";"Pempheris mangula";2374389;"marine";1977
"Northern and Central Red Sea";"Pempheris vanicolensis";2374398;"marine";1979
"Levantine Sea";"Priacanthus sagittarius";2375043;"marine";2009
"Bassian";"Acanthogobius flavimanus";2375974;"marine";1971
"Northern California";"Acanthogobius flavimanus";2375974;"marine";1963
"Southern California Bight";"Acanthogobius flavimanus";2375974;"marine";1963
"Bassian";"Acentrogobius pflaumii";2376397;"marine";1996
"Leeuwin";"Acentrogobius pflaumii";2376397;"marine";1996
"Northern California";"Tridentiger bifasciatus";2376461;"marine";1984
"Bassian";"Tridentiger trigonocephalus";2376462;"marine";1973
"Leeuwin";"Tridentiger trigonocephalus";2376462;"marine";1973
"Northern California";"Tridentiger trigonocephalus";2376462;"marine";1960
"Southern California Bight";"Tridentiger trigonocephalus";2376462;"marine";1960
"Northern and Central Red Sea";"Silhouettea aegyptia";2378247;"marine";1972
"Baltic Sea";"Neogobius melanostomus";2379089;"marine";1968
"Black Sea";"Neogobius melanostomus";2379089;"marine";1968
"Gulf of St. Lawrence - Eastern Scotian Shelf";"Neogobius melanostomus";2379089;"marine";1985
"North Sea";"Neogobius melanostomus";2379089;"marine";1930
"Black Sea";"Proterorhinus marmoratus";2379235;"marine";1982
"Black Sea";"Pomatoschistus bathi";2379294;"marine";2001
"Floridian";"Zebrasoma flavescens";2379869;"marine";2001
"Levantine Sea";"Nemipterus randalli";2379964;"marine";2005
"Floridian";"Gramma loreto";2380558;"marine";1994
"Northern Gulf of Mexico";"Gramma loreto";2380558;"marine";1994
"Southern California Bight";"Girella simplicidens";2381218;"marine";1951
"Saharan Upwelling";"Psenes pellucidus";2381861;"marine";1960
"Western Mediterranean";"Psenes pellucidus";2381861;"marine";1953
"Bermuda";"Haemulon plumierii";2382537;"marine";1926
"Bermuda";"Anisotremus virginicus";2382596;"marine";1929
"Levantine Sea";"Pomadasys stridens";2382872;"marine";1971
"Levantine Sea";"Pteragogus pelycus";2383590;"marine";1991
"South European Atlantic Shelf";"Centrolabrus exoletus";2383720;"marine";1979
"North Sea";"Symphodus melops";2383978;"marine";1889
"Southern Norway";"Symphodus melops";2383978;"marine";1889
"Bermuda";"Lutjanus analis";2384981;"marine";1929
"Hawaii";"Lutjanus gibbus";2385035;"marine";1958
"Southern China";"Lutjanus argentimaculatus";2385069;"marine";1992
"Hawaii";"Lutjanus fulvus";2385096;"marine";1956
"Hawaii";"Lutjanus kasmira";2385129;"marine";1955
"Northern and Central Red Sea";"Chaetodon austriacus";2385336;"marine";2011
"Northern and Central Red Sea";"Chaetodon larvatus";2385353;"marine";2011
"Floridian";"Chaetodon lunula";2385531;"marine";2003
"Southern China";"Eleotris oxycephala";2386147;"marine";1988
"Levantine Sea";"Callionymus filamentosus";2386919;"marine";1951
"Northern and Central Red Sea";"Callionymus filamentosus";2386919;"marine";1951
"Levantine Sea";"Champsodon nudivittis";2387143;"marine";2008
"Hawaii";"Cromileptes altivelis";2387947;"marine";1978
"Northern and Central Red Sea";"Epinephelus tauvina";2388137;"marine";1967
"Northern and Central Red Sea";"Epinephelus malabaricus";2388220;"marine";1966
"Aegean Sea";"Serranus hepatus";2388724;"marine";2012
"Levantine Sea";"Serranus hepatus";2388724;"marine";2012
"Hawaii";"Cephalopholis argus";2388891;"marine";1956
"Aegean Sea";"Siganus rivulatus";2390185;"marine";1925
"Levantine Sea";"Siganus rivulatus";2390185;"marine";1924
"Northern and Central Red Sea";"Siganus rivulatus";2390185;"marine";1924
"Levantine Sea";"Siganus luridus";2390262;"marine";1930
"Northern and Central Red Sea";"Siganus luridus";2390262;"marine";1955
"Northern and Central Red Sea";"Decapterus russelli";2391050;"marine";2005
"Levantine Sea";"Sillago sihama";2391929;"marine";1976
"Arabian (Persian) Gulf";"Sparidentex hasta";2392304;"marine";1999
"Levantine Sea";"Rhabdosargus haffara";2392343;"marine";1991
"Northern and Central Red Sea";"Rhabdosargus haffara";2392343;"marine";1991
"Aegean Sea";"Sparus aurata";2392508;"marine";1942
"Levantine Sea";"Sparus aurata";2392508;"marine";1942
"Aegean Sea";"Sarpa salpa";2392628;"marine";1998
"Black Sea";"Sarpa salpa";2392628;"marine";1938
"Levantine Sea";"Sarpa salpa";2392628;"marine";1998
"Gulf of Tonkin";"Lates calcarifer";2393172;"marine";1983
"Southern China";"Lates calcarifer";2393172;"marine";1983
"Northern and Central Red Sea";"Scarus ghobban";2393577;"marine";2001
